,Day_of_week,Age_band_of_driver,Sex_of_driver,Educational_level,Vehicle_driver_relation,Driving_experience,Type_of_vehicle,Owner_of_vehicle,Area_accident_occured,Lanes_or_Medians,Road_allignment,Types_of_Junction,Road_surface_type,Road_surface_conditions,Light_conditions,Weather_conditions,Type_of_collision,Vehicle_movement,Casualty_class,Sex_of_casualty,Age_band_of_casualty,Casualty_severity,Pedestrian_movement,Cause_of_accident
271,6,1,1,4,0,1,5,3,6,2,6,1,4,0,3,2,2,2,3,2,5,3,5,10
272,0,1,2,4,0,0,0,3,6,1,5,7,0,3,0,4,2,3,0,1,1,2,5,0
273,0,0,1,4,0,1,5,3,6,2,5,7,0,3,0,4,8,2,3,2,5,3,5,10
274,2,0,1,4,0,1,0,3,6,2,5,0,0,3,0,4,8,2,0,0,0,2,5,10
275,2,2,1,4,0,3,9,3,7,4,5,0,0,3,0,4,8,2,1,0,3,2,5,10
276,2,2,1,2,0,4,0,3,7,2,5,0,0,3,0,4,8,2,0,1,1,2,5,0
277,5,0,1,4,0,1,14,3,9,2,5,0,0,0,0,2,1,2,2,1,4,2,5,1
278,5,0,1,2,0,3,0,3,7,2,5,0,2,0,0,2,1,9,3,2,5,3,5,9
279,4,1,1,4,0,3,5,3,7,2,5,7,0,3,3,2,8,2,1,0,0,2,5,1
280,3,3,1,2,0,2,7,0,7,2,5,1,0,0,3,2,8,2,3,2,5,3,5,10
281,0,1,1,4,0,3,8,3,7,4,5,7,0,3,2,2,8,3,0,1,4,2,5,16
282,0,1,1,4,0,0,0,3,4,4,5,7,0,3,2,2,8,2,3,2,5,3,5,13
283,0,1,1,4,0,1,5,3,4,4,5,7,0,3,2,2,8,2,3,2,5,3,5,13
284,3,2,1,1,0,1,0,3,2,0,5,0,0,3,0,2,8,2,0,1,1,2,5,1
285,3,3,1,1,1,2,10,3,7,4,5,0,0,3,0,2,8,4,0,1,4,2,5,11
286,1,0,1,4,0,2,0,3,7,4,5,7,0,0,3,2,8,2,3,2,5,3,5,12
287,1,1,1,2,2,2,5,3,6,4,5,7,0,0,3,2,8,2,3,2,5,3,5,0
288,1,0,1,4,0,3,9,3,6,4,5,7,0,0,3,2,8,9,0,1,0,2,5,0
289,4,0,1,4,0,4,6,0,9,2,5,0,0,3,3,3,2,3,3,2,5,3,5,16
290,4,0,1,4,1,4,9,3,4,4,5,0,0,3,3,3,6,2,0,1,1,2,5,10
291,2,0,1,4,0,3,5,3,6,4,5,7,0,0,3,2,8,2,3,2,5,3,5,12
292,0,1,1,2,2,2,0,3,7,4,5,1,0,0,3,2,8,2,0,1,3,2,5,1
293,6,0,1,1,2,2,5,3,7,2,5,5,0,3,0,2,8,7,3,2,5,3,5,0
294,4,0,1,4,0,1,14,3,9,4,5,1,0,3,0,2,8,2,0,0,3,2,5,10
295,4,1,1,4,0,1,8,3,6,2,5,1,0,3,0,2,8,2,3,2,5,3,5,3
296,4,1,1,0,0,2,0,1,9,6,5,1,2,3,0,2,2,2,1,1,0,2,5,11
297,4,1,1,4,2,1,0,3,6,2,5,1,0,3,0,2,2,6,3,2,5,3,5,3
298,1,0,1,4,0,2,0,3,2,2,5,7,0,0,3,2,8,2,2,0,4,2,6,9
299,1,0,1,4,0,1,7,1,9,2,5,7,0,0,3,2,2,2,0,0,0,2,5,10
300,1,0,1,4,0,2,0,3,12,6,5,7,0,0,3,2,8,11,3,2,5,3,5,10
301,1,1,0,4,0,1,10,3,3,6,3,7,0,0,3,2,8,2,3,2,5,3,5,10
302,4,0,1,1,0,0,10,3,7,4,5,7,0,3,0,0,8,2,0,1,0,2,5,0
303,4,2,2,2,0,2,0,3,12,0,5,7,0,3,0,0,8,8,0,0,4,2,5,0
304,4,1,1,4,2,0,9,3,7,6,5,7,0,3,0,0,8,2,0,1,1,2,5,9
305,3,0,1,4,0,1,9,3,4,4,5,3,0,3,0,4,8,5,3,2,5,3,5,1
306,3,1,1,4,0,0,5,3,2,2,5,3,0,3,0,4,1,2,0,1,3,1,5,12
307,2,4,0,1,0,3,0,3,6,2,5,7,2,2,3,6,8,7,3,2,5,3,5,9
308,2,2,1,4,0,1,8,3,7,2,5,7,0,2,3,6,2,2,0,0,3,2,5,3
309,2,1,2,4,0,1,8,3,6,0,5,7,0,2,3,6,8,2,1,0,0,2,5,3
310,2,1,1,4,0,1,5,3,6,0,5,7,0,2,3,6,2,11,3,2,5,3,5,5
311,2,2,1,4,0,1,0,0,6,0,5,0,0,2,3,6,8,2,2,0,1,1,5,11
312,2,2,1,1,0,1,14,3,9,0,5,0,0,2,3,6,8,3,3,2,5,3,5,12
313,2,0,1,4,0,1,6,3,6,0,5,0,0,2,3,6,1,2,1,1,0,2,5,3
314,2,0,1,1,0,2,0,3,7,4,5,0,0,2,3,6,8,3,3,2,5,3,5,9
315,0,1,1,1,0,1,7,3,4,1,5,1,0,3,3,6,8,2,0,1,1,2,5,3
316,0,1,1,4,0,3,0,3,7,1,5,1,3,3,3,6,8,2,1,0,4,2,5,12
317,3,0,1,4,0,3,0,3,6,0,5,1,0,0,2,6,8,11,3,2,5,3,5,1
318,3,1,1,2,0,3,0,0,6,2,5,1,0,0,2,6,1,2,2,1,4,2,2,0
319,3,2,1,4,0,2,11,0,7,0,5,1,0,3,0,2,8,2,2,0,4,2,2,12
320,3,2,1,4,2,1,0,3,7,2,5,1,0,3,0,2,8,2,3,2,5,3,5,3
321,3,2,1,1,0,0,7,3,6,0,5,1,0,3,0,2,8,9,0,1,0,1,5,9
322,3,2,1,4,0,1,0,3,6,2,5,1,0,3,0,2,8,2,2,1,4,1,3,10
323,3,2,1,4,0,2,7,3,6,4,5,1,0,3,0,2,2,2,0,1,1,2,5,0
324,3,1,1,4,0,2,5,3,7,4,5,1,0,3,0,2,8,2,0,1,0,2,5,0
325,6,2,2,1,2,2,8,3,7,4,5,0,0,2,3,2,8,7,1,0,4,2,5,10
326,6,0,1,2,1,3,10,3,1,4,5,0,0,2,3,2,8,1,1,0,0,2,5,0
327,6,4,0,4,0,3,0,3,2,4,5,0,0,2,3,2,8,2,1,1,4,2,5,3
328,6,4,0,4,0,0,8,2,1,6,5,0,0,2,3,2,2,1,3,2,5,3,5,0
329,3,3,1,2,2,2,0,3,12,6,5,1,0,3,3,6,8,2,3,2,5,3,5,10
330,3,0,1,4,0,1,5,3,2,0,5,1,0,3,3,6,8,2,0,1,1,2,5,1
331,0,0,1,4,0,2,0,3,6,2,5,7,0,0,0,2,8,2,3,2,5,3,5,10
332,0,0,1,4,0,1,5,3,9,1,3,7,0,0,0,2,8,2,0,1,0,2,5,4
333,4,1,1,4,0,3,5,3,7,1,5,1,0,0,3,2,8,2,2,0,3,2,2,10
334,0,2,1,1,0,2,5,3,7,4,5,7,0,3,0,0,8,2,3,2,5,3,5,16
335,0,1,1,4,0,2,10,0,4,1,5,7,0,3,0,0,8,2,0,1,3,2,5,5
336,0,1,1,0,0,0,0,0,2,6,3,7,0,3,0,0,8,2,3,2,5,3,5,11
337,4,2,1,1,0,3,7,1,6,6,5,7,2,2,0,3,8,2,0,0,0,2,5,9
338,4,2,1,1,0,2,7,3,6,4,5,7,0,2,0,3,8,3,1,1,1,2,5,1
339,4,1,1,1,0,1,7,3,6,0,5,7,0,2,0,3,8,2,1,1,0,2,5,0
340,0,0,1,1,0,1,0,3,7,2,5,7,0,0,3,2,2,2,3,2,5,3,5,1
341,3,1,1,4,0,2,7,3,6,4,5,7,0,0,3,2,2,2,0,0,0,2,5,5
342,3,0,2,4,0,0,5,3,7,0,5,7,0,0,3,2,2,2,3,2,5,3,5,12
343,5,0,1,4,0,2,9,3,4,2,5,7,0,3,0,2,1,2,1,1,0,2,5,12
344,6,1,1,4,0,2,5,3,9,6,5,7,0,3,0,4,8,2,3,2,5,3,5,0
345,6,1,1,0,0,2,9,3,7,2,5,7,3,3,3,8,8,2,1,0,0,2,5,1
346,6,0,1,4,0,3,5,3,7,1,5,7,0,3,3,8,1,2,2,0,4,2,6,1
347,6,0,1,1,0,1,7,3,7,1,5,7,0,0,3,2,8,2,3,2,5,3,5,0
348,5,0,1,4,0,2,5,3,7,4,5,7,0,0,0,2,8,2,1,0,1,2,5,0
349,0,1,1,4,0,2,0,3,7,2,5,7,4,0,3,2,8,2,3,2,5,3,5,7
350,0,1,1,4,0,2,11,0,9,6,3,7,0,0,3,2,8,2,3,2,5,3,5,16
351,6,0,1,4,0,2,5,3,6,2,5,7,0,0,3,2,8,2,0,1,0,2,5,0
352,6,1,2,4,0,2,7,3,6,2,5,7,0,0,3,2,8,2,3,2,5,3,5,5
353,3,4,0,4,0,0,7,3,7,2,5,0,0,0,0,2,2,2,0,1,0,2,5,3
354,3,0,1,0,2,2,0,3,7,1,5,0,0,0,0,2,1,2,0,1,1,2,5,9
355,2,1,1,4,0,1,5,3,6,2,5,7,0,0,3,2,8,2,0,1,1,2,5,10
356,6,1,1,4,2,2,8,3,6,4,5,0,0,0,2,2,8,7,3,2,5,3,5,12
357,4,0,1,2,0,1,0,3,7,2,5,7,0,3,0,2,2,2,0,1,1,1,5,17
358,4,0,1,4,0,3,0,3,7,2,5,7,0,3,0,2,8,2,3,2,5,3,5,0
359,4,0,2,4,0,4,7,0,9,2,5,7,0,3,0,2,8,2,0,1,1,2,5,10
360,0,1,1,4,0,4,0,3,7,4,5,1,0,0,3,2,8,11,2,1,4,1,0,9
361,0,1,1,4,2,2,14,3,6,4,5,1,0,0,3,2,8,2,0,1,4,1,5,12
362,0,1,1,4,0,1,7,3,6,4,5,1,0,0,3,2,8,2,3,2,5,3,5,12
363,0,4,0,4,0,2,0,3,7,4,5,1,0,0,3,2,8,2,0,1,1,2,5,10
364,0,4,0,1,0,5,12,3,7,2,5,1,3,0,3,2,8,2,0,1,1,2,5,10
365,1,0,1,4,0,3,0,3,7,4,5,1,0,0,2,2,8,2,0,0,1,2,5,16
366,1,0,1,4,2,3,7,3,6,2,5,1,0,0,2,2,2,2,1,1,4,2,5,5
367,1,0,1,4,0,3,5,3,6,2,5,1,0,0,2,2,2,11,1,0,4,2,5,1
368,5,1,1,4,0,3,5,3,7,2,3,7,4,0,3,2,2,3,1,1,4,2,5,0
369,4,1,2,4,2,2,5,3,2,6,5,1,0,3,0,2,8,2,3,2,5,3,5,3
370,4,1,1,4,0,4,14,0,4,4,5,1,4,3,0,2,1,9,1,1,0,2,5,9
371,3,1,1,4,0,1,5,1,7,4,5,0,0,3,3,4,8,9,1,0,0,2,5,9
372,3,1,1,4,0,2,0,3,7,2,5,0,0,3,3,4,1,7,3,2,5,3,5,1
373,3,1,1,0,0,0,0,3,6,4,7,0,0,3,3,4,8,7,0,1,1,2,5,12
374,5,1,1,4,0,0,8,3,7,1,5,0,0,0,3,2,1,7,3,2,5,3,5,2
375,5,1,1,4,0,0,15,3,1,4,3,0,0,0,3,2,8,3,0,1,1,2,5,5
376,1,1,1,5,0,2,0,0,7,2,3,1,0,0,3,2,8,2,2,1,0,1,1,1
377,6,0,1,4,0,3,0,0,2,2,5,1,0,0,3,2,8,2,0,0,3,0,5,3
378,5,0,1,4,0,3,0,3,9,4,5,1,0,0,0,2,8,2,1,0,4,1,5,10
379,5,0,1,4,0,2,3,3,6,2,5,1,0,0,0,2,8,2,0,1,1,1,5,0
380,5,1,1,4,0,1,9,3,7,2,5,1,0,0,0,2,8,2,2,0,1,2,1,10
381,5,2,1,4,0,4,8,0,6,4,5,1,0,0,0,2,8,2,2,0,3,1,5,10
382,2,1,1,4,0,0,0,3,6,6,5,1,0,0,0,2,8,2,3,2,5,3,5,7
383,2,1,1,4,0,2,7,3,7,1,0,1,0,0,0,2,8,2,3,2,5,3,5,16
384,0,0,1,4,0,4,5,3,9,4,5,7,0,0,3,2,8,2,0,0,1,2,5,3
385,0,0,1,1,0,2,0,3,1,1,5,7,0,0,3,2,8,9,3,2,5,3,5,5
386,1,0,1,4,0,1,8,3,2,4,5,7,0,0,3,7,8,2,0,0,1,2,5,9
387,1,0,1,4,0,2,5,3,7,1,5,7,0,0,3,7,6,3,3,2,5,3,5,17
388,1,2,2,1,0,2,5,3,7,4,5,7,0,0,3,7,2,2,0,1,1,2,5,5
389,1,2,1,4,0,3,3,3,7,2,5,7,0,0,3,7,8,2,3,2,5,3,5,1
390,4,0,1,4,0,0,11,0,9,6,5,0,0,0,3,2,8,3,0,1,3,2,5,0
391,6,1,1,2,0,4,11,3,12,6,5,1,0,0,3,2,8,2,2,1,3,1,7,10
392,2,0,1,1,0,3,0,3,2,2,5,0,2,3,0,2,1,2,2,0,4,2,2,10
393,2,0,1,2,2,0,0,3,7,6,5,0,0,3,0,2,1,12,0,0,1,2,5,12
394,1,0,1,4,0,1,0,3,7,2,5,7,0,3,3,1,8,3,2,1,0,2,8,9
395,1,1,1,4,0,2,7,3,6,4,5,7,0,3,3,1,8,3,2,1,0,2,3,9
396,2,0,1,2,2,1,9,3,6,2,5,7,0,0,3,2,1,2,0,1,0,1,5,7
397,2,1,1,2,0,3,0,3,7,4,5,7,0,0,3,2,1,11,0,1,0,2,5,0
398,5,0,1,4,0,0,14,3,3,4,5,7,0,3,0,8,1,2,0,1,1,2,5,0
399,2,1,1,1,0,0,0,3,7,4,5,7,0,0,3,2,8,2,1,0,4,2,5,12
400,2,0,1,2,0,0,0,3,7,2,5,7,0,0,3,2,2,2,0,1,4,1,5,1
401,0,2,1,0,0,2,0,3,7,4,5,3,0,0,3,2,8,3,0,1,3,2,5,1
402,5,2,1,4,0,2,0,3,7,0,5,7,0,0,3,2,8,2,3,2,5,3,5,3
403,5,2,1,4,0,2,0,0,7,2,6,7,3,0,3,2,2,2,0,1,1,2,5,0
404,2,1,2,1,2,2,8,3,3,2,5,7,0,0,3,2,8,2,3,2,5,3,5,1
405,2,1,1,1,0,2,16,3,7,2,5,7,2,0,3,2,8,2,0,1,1,2,5,5
406,2,0,1,2,2,2,8,3,7,1,5,7,0,0,3,2,8,2,3,2,5,3,5,3
407,1,1,1,4,0,2,7,3,7,2,6,7,0,0,3,0,8,7,0,0,1,2,5,10
408,1,2,1,4,2,0,14,3,6,2,5,7,0,0,3,0,1,2,0,1,0,2,5,12
409,4,0,2,4,0,1,8,3,9,2,5,1,2,3,3,2,6,2,3,2,5,3,5,12
410,6,0,1,4,2,2,5,3,7,2,5,1,0,3,0,4,8,2,2,0,1,2,2,12
411,6,1,2,4,2,3,5,3,9,2,5,1,0,3,0,4,8,2,1,0,3,1,5,0
412,5,1,1,2,0,2,0,3,7,4,5,1,0,0,0,2,8,2,1,0,3,2,5,9
413,0,1,1,2,2,1,0,3,9,0,5,1,0,0,3,2,2,2,3,2,5,3,5,3
414,0,1,1,4,0,2,8,3,6,2,5,1,0,0,3,2,8,2,2,1,1,1,2,5
415,0,1,1,1,0,1,8,3,6,2,6,7,0,3,3,2,6,2,2,1,1,2,5,1
416,0,0,1,1,0,2,5,3,6,0,5,7,0,0,3,2,2,12,3,2,5,3,5,12
417,0,0,1,4,0,0,9,3,1,2,5,7,0,0,3,2,8,2,0,1,3,2,5,1
418,0,0,1,4,0,2,7,3,7,2,5,1,0,3,3,2,8,2,3,2,5,3,5,4
419,0,1,1,4,0,2,14,3,7,6,5,1,0,3,3,2,8,2,1,0,3,2,5,9
420,0,0,1,1,0,3,0,3,7,2,5,1,0,3,3,2,8,2,2,1,4,2,8,12
421,0,1,1,1,0,4,0,3,7,0,5,7,0,3,3,4,8,2,3,2,5,3,5,10
422,0,0,2,4,0,1,5,3,7,4,7,7,0,3,3,4,8,2,0,1,4,1,5,3
423,6,1,1,1,2,0,14,3,6,2,5,1,0,0,3,2,1,2,3,2,5,3,5,0
424,3,4,0,4,2,2,5,3,6,2,5,0,0,0,0,2,8,2,1,0,1,2,5,12
425,3,2,1,4,0,1,11,3,6,1,5,7,0,0,3,2,8,2,3,2,5,3,5,12
426,3,0,1,4,0,1,0,3,9,0,5,7,0,0,3,2,2,2,0,1,3,2,5,10
427,3,0,1,2,0,1,0,0,1,2,5,7,0,0,3,2,8,2,1,1,0,2,5,4
428,3,0,1,4,0,3,0,3,2,0,5,7,0,0,3,2,8,2,2,0,4,2,5,3
429,3,4,0,4,0,1,0,3,6,4,5,1,0,0,0,2,8,2,3,2,5,3,5,3
430,3,1,1,4,0,0,5,3,7,2,5,1,2,0,0,2,2,9,0,0,1,2,5,1
431,3,1,1,4,0,1,5,3,9,6,3,1,0,0,0,2,8,7,0,1,4,2,5,3
432,2,1,1,4,0,2,0,3,12,6,5,1,0,0,3,2,8,3,3,2,5,3,5,0
433,3,1,2,4,0,0,14,3,6,2,5,0,4,0,3,2,8,2,3,2,5,3,5,3
434,3,0,1,1,0,0,9,3,7,6,5,0,0,0,3,2,8,3,0,1,3,2,5,3
435,3,0,1,4,0,1,9,3,7,2,5,0,0,0,3,2,8,2,3,2,5,3,5,5
436,0,0,1,4,0,3,0,1,6,2,7,7,0,0,0,2,8,2,0,0,1,2,5,3
437,0,1,2,4,0,4,9,3,6,2,5,7,0,0,0,2,8,2,1,0,4,2,5,10
438,5,3,1,4,0,3,9,3,7,4,5,0,0,3,3,3,2,2,3,2,5,3,5,3
439,5,0,1,1,2,2,5,3,6,2,5,0,0,3,3,3,8,2,1,0,4,2,5,4
440,4,1,1,1,0,3,0,3,4,2,5,7,0,0,3,2,8,11,3,2,5,3,5,16
441,4,0,1,4,0,0,5,3,6,4,5,7,0,0,3,2,8,2,2,0,0,1,1,10
442,5,0,1,4,0,2,0,3,7,4,5,7,0,0,3,2,8,11,2,1,4,2,0,3
443,5,1,1,2,2,2,0,3,7,2,5,7,0,0,3,2,8,2,0,1,0,2,5,12
444,5,1,1,1,0,1,14,3,6,2,5,7,0,0,3,2,8,3,3,2,5,3,5,12
445,3,0,1,4,0,2,0,3,2,2,5,0,0,0,3,2,8,2,3,2,5,3,5,12
446,3,2,1,4,0,2,0,3,6,6,5,0,0,0,3,2,2,2,0,0,1,2,5,12
447,1,2,1,2,2,0,0,3,9,6,5,1,0,3,3,2,6,3,2,0,4,2,5,10
448,1,2,1,4,0,0,14,3,1,2,5,1,0,3,3,2,8,2,0,1,1,2,5,9
449,6,1,2,4,0,0,0,0,7,6,5,0,0,0,0,2,8,9,0,0,1,2,5,10
450,1,1,1,4,0,3,7,3,2,4,5,7,0,0,3,2,8,2,2,0,1,2,0,0
451,1,1,1,4,0,0,7,3,7,1,5,7,0,0,3,2,8,2,3,2,5,3,5,0
452,1,4,0,2,2,3,0,3,7,2,5,7,0,0,3,2,8,11,1,0,0,2,5,11
453,6,2,1,4,0,3,5,3,2,4,5,1,0,3,0,4,8,2,3,2,5,3,5,9
454,5,0,1,4,0,0,5,3,6,2,6,0,3,3,3,2,8,2,3,2,5,3,5,0
455,5,0,1,4,0,0,5,3,6,0,5,0,0,3,3,2,8,2,1,0,0,2,5,10
456,5,3,1,2,0,1,0,1,2,2,5,0,0,3,3,2,2,2,0,1,1,2,5,12
457,5,3,1,4,0,1,0,1,7,4,7,0,0,3,3,2,8,7,2,1,0,2,2,1
458,5,3,1,4,0,0,10,3,7,4,5,0,0,3,3,2,8,2,0,1,3,1,5,10
459,5,1,1,1,0,2,10,3,2,4,5,0,0,3,3,2,8,3,3,2,5,3,5,10
460,5,0,1,4,0,2,5,3,4,2,6,0,0,3,3,2,8,2,0,1,1,2,5,7
461,2,1,1,4,0,0,5,3,6,4,5,7,0,0,3,2,1,2,3,2,5,3,5,11
462,2,0,1,1,1,2,9,3,12,4,5,7,0,0,3,2,1,2,0,1,0,2,5,0
463,0,2,1,4,0,1,7,3,7,4,5,0,0,0,0,2,8,2,1,0,0,2,5,10
464,0,2,1,1,0,2,5,3,2,1,5,0,0,0,0,2,8,2,3,2,5,3,5,3
465,0,2,1,4,0,3,0,3,6,4,5,0,0,0,0,2,8,9,0,0,1,2,5,10
466,0,2,1,4,0,3,7,3,7,6,3,0,0,0,0,2,6,2,3,2,5,3,5,1
467,0,2,1,1,2,1,6,3,7,6,5,0,0,0,0,2,8,2,3,2,5,3,5,16
468,0,0,0,1,0,2,0,3,7,2,5,0,0,0,0,2,8,3,0,0,1,2,5,3
469,0,0,1,4,2,0,0,3,7,1,5,7,0,0,0,2,1,2,1,0,4,2,5,9
470,0,0,1,1,0,3,5,3,2,2,6,7,0,0,0,2,8,2,3,2,5,3,5,10
471,2,2,1,4,0,2,0,0,9,2,5,0,0,0,0,2,8,2,2,1,3,1,1,16
472,4,1,1,4,0,1,11,3,6,2,6,1,3,0,0,2,8,4,2,0,4,2,5,3
473,1,2,1,1,0,3,5,3,7,2,5,7,0,0,3,2,1,2,3,2,5,3,5,3
474,1,0,1,4,0,1,11,3,6,2,6,7,3,0,3,2,8,2,0,1,0,2,5,9
475,3,1,1,1,0,3,5,3,7,2,5,1,0,3,3,2,1,9,3,2,5,3,5,3
476,3,4,0,4,0,3,5,3,2,4,5,1,0,3,3,2,8,3,0,1,1,2,5,4
477,1,3,1,4,0,1,5,3,6,2,5,7,0,0,3,2,8,2,3,2,5,3,5,0
478,1,0,1,4,0,3,9,3,7,2,5,7,0,0,3,2,8,2,3,2,5,3,5,10
479,2,0,2,4,0,3,9,3,7,2,5,7,0,0,3,2,8,2,0,1,0,2,5,10
480,2,1,1,4,0,4,14,3,12,2,5,7,0,0,3,2,8,7,1,1,4,2,5,1
481,2,0,1,4,2,3,5,3,2,0,6,1,0,0,3,2,2,2,1,1,4,2,5,5
482,2,3,1,2,1,3,0,3,12,4,5,1,0,0,3,2,8,2,3,2,5,3,5,1
483,6,2,2,4,0,2,8,3,9,0,5,1,0,3,3,4,8,2,0,1,0,2,5,0
484,1,0,1,1,0,2,0,3,6,2,5,7,0,0,3,2,2,6,3,2,5,3,5,9
485,1,0,0,4,0,2,10,3,6,4,5,7,0,0,3,2,8,2,0,1,0,2,5,10
486,1,0,1,4,0,2,11,0,2,2,5,7,0,0,3,2,8,2,0,1,0,1,5,1
487,3,1,1,4,2,4,14,3,9,4,5,1,0,0,3,2,8,11,2,0,3,0,1,9
488,3,2,1,4,0,2,0,3,6,6,5,1,0,0,3,2,8,2,2,0,3,2,5,10
489,3,2,1,1,0,1,5,3,9,1,5,1,0,0,3,2,1,2,0,1,0,2,5,4
490,3,1,1,4,2,1,14,3,7,2,5,1,0,0,3,2,1,8,1,1,4,2,5,4
491,5,2,1,1,0,1,5,0,7,2,5,3,0,0,3,2,8,2,1,1,4,2,5,9
492,5,3,1,4,2,1,9,3,9,2,5,3,0,0,3,2,8,5,1,1,4,2,5,9
493,5,1,1,4,0,3,5,3,4,4,5,0,0,0,3,2,2,2,1,0,1,2,5,16
494,5,2,1,4,0,1,7,3,7,4,3,0,0,0,3,2,8,7,1,0,0,2,5,3
495,1,1,1,4,0,0,14,3,6,4,5,0,0,0,3,2,8,2,1,0,0,2,5,0
496,1,2,1,4,0,1,0,1,7,2,7,0,0,0,3,2,8,2,2,1,0,2,6,5
497,1,4,0,4,0,0,11,0,7,4,5,0,0,0,3,2,8,11,1,0,0,1,5,10
498,2,0,1,4,0,2,7,3,7,2,5,7,0,3,3,2,2,2,1,0,0,2,5,9
499,2,0,1,4,0,2,5,3,7,0,5,7,0,3,3,2,8,3,0,1,1,2,5,0
500,2,4,0,1,2,1,0,3,6,4,5,7,0,3,3,2,8,2,3,2,5,3,5,1
501,6,4,0,1,0,4,11,0,7,2,5,1,0,0,3,2,2,3,0,1,1,2,5,10
502,6,0,1,4,0,2,0,3,7,6,5,1,0,0,3,2,8,2,2,0,4,2,2,2
503,3,0,1,4,0,3,0,1,7,2,5,7,0,0,3,2,2,2,3,2,5,3,5,1
504,3,0,1,2,0,0,8,3,7,6,3,7,0,0,3,2,8,11,0,1,3,2,5,12
505,3,4,0,4,2,2,9,3,6,4,5,7,0,0,3,2,8,2,0,0,3,2,5,10
506,3,4,0,4,0,0,5,3,6,1,5,7,0,0,3,2,8,2,0,1,1,2,5,18
507,3,0,1,4,0,3,5,3,2,6,5,7,0,0,3,2,8,2,3,2,5,3,5,10
508,3,1,1,4,0,4,5,3,6,0,5,7,0,0,3,2,8,9,3,2,5,3,5,1
509,4,1,1,1,0,1,10,3,6,6,5,7,0,0,3,2,8,2,0,1,0,2,5,10
510,4,1,1,4,0,2,5,3,6,2,5,0,0,0,3,2,8,2,3,2,5,3,5,0
511,4,0,1,1,0,2,5,3,6,1,5,0,0,0,3,2,8,2,0,0,3,2,5,3
512,4,1,1,4,2,0,6,3,9,4,5,0,0,0,3,2,1,7,3,2,5,3,5,1
513,4,1,1,4,0,2,5,3,9,6,5,0,0,0,3,2,2,1,1,0,1,2,5,12
514,6,1,1,5,1,2,12,3,9,4,5,1,0,3,3,4,8,2,3,2,5,3,5,10
515,6,1,1,2,0,1,0,3,6,0,5,1,0,3,3,4,8,1,3,2,5,3,5,11
516,6,1,1,4,0,0,5,3,9,2,3,1,0,3,3,4,2,2,0,0,1,2,5,11
517,6,0,1,4,0,2,8,0,7,2,5,0,0,0,3,2,8,2,1,1,0,2,5,12
518,6,0,1,4,0,1,11,0,7,2,5,0,0,0,3,2,8,2,3,2,5,3,5,0
519,6,0,1,4,0,5,14,3,7,2,5,0,0,0,3,2,1,2,3,2,5,3,5,0
520,0,2,1,4,0,3,0,3,12,0,5,7,0,0,3,2,8,2,0,1,4,2,5,10
521,0,1,1,4,0,3,9,3,12,0,5,7,0,0,3,2,1,2,2,0,3,1,1,12
522,0,1,1,4,0,2,0,3,12,4,5,7,0,0,3,2,8,2,2,1,4,1,6,10
523,4,1,1,2,0,1,0,3,9,1,5,7,0,0,3,2,8,2,2,1,4,2,0,10
524,4,0,1,2,2,1,0,3,7,4,5,7,0,0,3,2,2,2,0,1,1,1,5,1
525,1,1,1,4,0,4,5,3,6,2,5,7,0,0,3,2,8,3,3,2,5,3,5,0
526,1,0,1,4,2,3,0,3,7,2,5,7,0,0,3,2,8,2,3,2,5,3,5,10
527,0,1,1,4,0,3,0,3,12,4,5,3,0,0,3,2,8,2,0,1,1,2,5,17
528,0,1,1,1,0,1,9,3,7,0,5,3,0,0,3,2,1,2,3,2,5,3,5,12
529,2,3,1,4,0,1,15,3,4,2,5,7,0,0,0,2,2,2,0,0,1,2,5,9
530,2,3,1,5,0,3,0,3,7,2,5,7,0,0,0,2,1,2,3,2,5,3,5,5
531,2,3,1,1,0,2,9,3,6,2,5,7,0,0,0,2,8,2,0,1,4,1,5,9
532,6,0,1,4,0,4,14,3,7,2,5,1,0,3,3,4,8,2,2,1,1,2,6,1
533,4,1,1,1,0,4,14,3,7,2,5,7,0,0,3,2,8,2,3,2,5,3,5,15
534,4,1,1,4,0,4,0,1,5,4,5,7,0,0,3,2,8,2,0,0,0,2,5,5
535,2,3,1,4,0,2,5,3,7,6,5,1,0,0,3,2,8,2,3,2,5,3,5,3
536,6,1,1,4,2,2,0,3,9,2,5,0,0,0,0,2,2,2,0,1,0,2,5,10
537,6,0,1,2,2,2,9,3,6,2,5,0,0,0,0,2,2,2,2,1,4,2,1,12
538,2,3,1,4,0,2,0,3,6,0,5,7,0,0,3,2,8,2,2,0,4,2,1,15
539,2,3,1,4,0,1,0,3,3,1,5,7,0,0,3,2,8,2,3,2,5,3,5,5
540,5,3,1,1,0,2,5,3,4,2,5,1,0,3,3,4,8,2,0,1,0,2,5,1
541,5,3,1,4,0,1,0,3,7,4,5,1,0,3,3,4,8,2,3,2,5,3,5,1
542,5,0,2,4,0,4,6,3,6,4,5,1,0,3,3,4,8,2,3,2,5,3,5,1
543,1,1,1,1,0,1,0,3,6,6,5,1,0,0,3,2,8,7,0,1,1,2,5,1
544,1,1,1,4,0,1,0,3,9,2,5,1,0,0,3,2,8,2,1,0,3,2,5,9
545,6,4,0,4,0,1,0,3,9,2,5,7,0,0,3,2,8,2,1,0,1,2,5,10
